func_id,func_name,compiled_ok,branch_coverage_pct,error_log
PY-028,fit,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-011,_get_top_cluster_params,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-015,check_cluster_structure,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-016,forward,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-017,chi,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-018,dbi,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-019,clust_dispersion,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-021,mol_relocation_plots,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-026,insert_bf_subcluster,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-029,_fit,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-037,get_cluster_mol_ids,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-040,cal_value_loss,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-048,act,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-003,insert_bf_subcluster,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-004,fit_BFs,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-012,reassign,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-041,ppo_update,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-042,train,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-043,get_actions,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-049,merge_intervals,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-050,schedule_tasks,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-051,compute_discount,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-052,validate_password,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-053,calculate_shipping,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-054,build_query_string,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-055,normalize_path,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-056,classify_shipment_priority,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-057,parse_csv_line,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-058,compute_loan_eligibility,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-059,tokenize_simple_expression,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-060,grade_exam,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-061,resolve_route,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-062,validate_form_submission,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-063,compute_tax_bracket,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-064,detect_anomaly,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
PY-065,assign_seat,False,0.0,"Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-xxxxxxxx. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
