function_id,language,cc_band,cc_value,source_code,annotator_dg,annotator_rw,final_label,notes
PY-022,python,CC5-8,7,"def get_plot_metrics(clusters, cai, fps, smiles, top=20):
    sort_clusters = sort_clusters = sorted(clusters, key=lambda x: len(x), reverse=True)
    biggest_clusters = sort_clusters[:top]
    fps_biggest_clusters = [[fps[i] for i in c] for c in biggest_clusters]

    n_mol_bcs = [len(x) for x in biggest_clusters] # #molecules


    n_scaff = [cai.scaffold_analysis(c)[0] for c in biggest_clusters]
    isim_scaff = [cai.scaffold_analysis(c)[1] for c in biggest_clusters]


    isim_clusters = [jt_isim(np.sum(fpsc, axis=0), n) for fpsc,n in zip(fps_biggest_clusters, n_mol_bcs)]

    return n_mol_bcs, n_scaff, isim_scaff, isim_clusters",Maintainable,Maintainable,Maintainable,
PY-023,python,CC5-8,5,"def init_plot(method, title=None):
    csv_file = f""data/{method}_cluster_metrics.csv""

    if not os.path.exists(csv_file):
        print(f""Error: CSV file not found at {csv_file}"")
    else:
        # Read CSV
        df = pd.read_csv(csv_file)

        # Ensure Cluster is treated as a categorical variable
        df[""Cluster""] = df[""Cluster""].astype(str)

        # Create figure and axes
        plt.figure(figsize=(10, 5))

        # Plot the number of molecules
        plt.bar(df[""Cluster""], df[""Number of Molecules""], color=""blue"", alpha=1, label=""Molecules"")
        
        # Annotate the number of molecules
        for i, mol in enumerate(df[""Number of Molecules""]):
            plt.text(i, mol, f""{mol}"", ha=""center"", va=""bottom"", fontsize=10, color=""black"")

        # Plot the number of unique scaffolds
        plt.bar(df[""Cluster""], df[""Number of Unique Scaffolds""], color=""orange"", alpha=1, label=""Scaffolds"")

        # Annotate the number of unique scaffolds
        for i, scaf in enumerate(df[""Number of Unique Scaffolds""]):
            plt.text(i, scaf, f""{scaf}"", ha=""center"", va=""bottom"", fontsize=8, color=""white"")

        # Labels
        plt.xlabel(""Cluster"", fontsize=12)
        plt.ylabel(""Count"", fontsize=12)
        plt.xticks(range(len(df[""Cluster""])))
        plt.legend(loc=""upper right"")
     
     
        # Plot iSIM
        plt.twinx()
        plt.plot(df[""Cluster""], df[""iSIM""], color=""green"", marker=""o"", label=""iSIM"", linewidth=2)
        plt.ylabel(""iSIM"", fontsize=12)
        plt.yticks(np.arange(0, 1.1, 0.1))
        plt.ylim(0, 1)

        plt.tight_layout()

        plt.legend(loc=""upper right"", bbox_to_anchor=(0.80, 1))

        # Title
        if title:
            plt.title(f'Top 20 Cluster Metrics for {title}', fontsize=14)
        else:
            plt.title(f'Top 20 Cluster Metrics for {method[0].upper() + method[1:]}', fontsize=14)


        plt.show()",Hard,Hard,Hard,
PY-025,python,CC5-8,5,"def __init__(self, *, threshold, branching_factor, is_leaf, n_features, dtype):
        self.threshold = threshold
        self.branching_factor = branching_factor
        self.is_leaf = is_leaf
        self.n_features = n_features

        # The list of subclusters, centroids and squared norms
        # to manipulate throughout.
        self.subclusters_ = []
        self.init_centroids_ = np.zeros((branching_factor + 1, n_features), dtype=dtype)
        self.prev_leaf_ = None
        self.next_leaf_ = None

        self.centroids_sum=np.zeros((1, branching_factor + 1),dtype=""int64"")",Maintainable,Maintainable,Maintainable,
PY-027,python,CC5-8,5,"def merge_subcluster(self, nominee_cluster, threshold):
        """"""Check if a cluster is worthy enough to be merged. If
        yes then merge.
        """"""
        new_ls = self.linear_sum_ + nominee_cluster.linear_sum_
        new_n = self.n_samples_ + nominee_cluster.n_samples_
        new_centroid = calc_centroid(new_ls, new_n)
        
        # TODO: Incorporate other criteria for merging
        # multiply 2 instead of div

        ls_cent=new_ls+new_centroid
        jt_radius = jt_isim(ls_cent, new_n + 1) * (new_n + 1) - jt_isim(new_ls, new_n) * (new_n - 1)
        
        if jt_radius >= threshold*2:
            (
                self.n_samples_,
                self.linear_sum_,
                self.centroid_,
                self.mol_indices,
            ) = (new_n, new_ls, new_centroid, self.mol_indices + nominee_cluster.mol_indices)

            return True
        return False",Hard,Hard,Hard,
PY-028,python,CC5-8,5,"def fit(self, X, y=None):
        """"""
        Build a BF Tree for the input data.

        Parameters
        ----------
        X : {array-like, sparse matrix} of shape (n_samples, n_features)
            Input data.

        y : Ignored
            Not used, present here for API consistency by convention.

        Returns
        -------
        self
            Fitted estimator.
        """"""

        # TODO: Add input verification
        return self._fit(X, partial=False)",Maintainable,Maintainable,Maintainable,
PY-011,python,CC9-12,11,"def _get_top_cluster_params(self, X, top):
        """"""Method to recieve the cluster mol indices, centroids, and fingerprints of the top user-specified clusters.
        
        Parameters
        ----------
        X : {array-like, sparse matrix} of shape (n_samples, n_features)
            Input data.
        
        top: int
            default: 20; specifies number of top largest clusters to reassign

        Returns
        -------
        top_clusters: sorted list
            list of len top; containing the cluster mol ids of given clusters

        centroids: np.array; shape (top, n_features)
            centroids of the top clusters

        mol_indices: list of indices with the top clusters; len of number of molecules in all top clusters

        data_top_clusters: np.array; shape (n_molecules, n_features)
            fingerprints of the molecules in the top clusters
        """"""
        top_clusters = sorted(self.get_cluster_mol_ids(), key=len, reverse=True)[:top]
        centroids = np.array([self._calc_centroid(X, c) for c in top_clusters])
        mol_indices = [i for c in top_clusters for i in c]
        data_top_clusters = np.array([X[i] for i in mol_indices])
        assert data_top_clusters.shape[0] == len(mol_indices)

        return top_clusters, centroids, mol_indices, data_top_clusters",Hard,Hard,Hard,
PY-015,python,CC9-12,9,"def check_cluster_structure(brc):
    total_mol = 0
    mol_j_vals = []
    for index, node in enumerate(brc._get_leaves()):
        for c in node.subclusters_:
            mol_j = c.mol_indices
            total_mol+=c.n_samples_
            mol_j_vals.append(mol_j)
            assert c.n_samples_ == len(mol_j), f""Fatal! N_j:{c.n_samples_} and len(mol_j):{len(mol_j)} are incompatible.""
    print('Check to ensure all N_j values are identical to all len(mol_j) values passed.')


    print('Total number of molecules:', total_mol)

    mol_j_vals = [i for cl in mol_j_vals for i in cl]

    unique = []
    for m in mol_j_vals:
        if m in unique:
            print(f'Fatal! Index {m} is repeating!')
        else:
            msg = 'There are no repeated indices.'
        unique.append(m)
    if msg:
        print(msg)

    print(f'The range of molecular indices is {min(mol_j_vals)} thru {max(mol_j_vals)}')",Maintainable,Maintainable,Maintainable,
PY-016,python,CC9-12,9,"def forward(self):
        print('Running Cluster Analysis: \n')
        print('Computing clustering metrics...')
        self.chi_val, self.dbi_val, self.dunn_val = self.clustering_metrics()
        print(f'Chi:{self.chi_val}')
        print(f'DBI:{self.dbi_val}')
        print(f'Dunn:{self.dunn_val}\n')

        print('Analyzing the biggest cluster...')
        biggest_cluster, fps_biggest_cluster = self.get_biggest_cluster()
        (self.n_biggest_cluster, self.isim_biggest_cluster, 
        self.isim_outliers, self.isim_medoids, self.radius_value) = self.biggest_cluster_metrics(biggest_cluster, fps_biggest_cluster)
        print(f'Size of biggest cluster: {self.n_biggest_cluster}')
        print(f'iSIM: {self.isim_biggest_cluster}')
        print(f'iSIM of the outliers: {self.isim_outliers}')
        print(f'iSIM of the medoids: {self.isim_medoids}')
        print(f'Radius of biggest_cluster: {self.radius_value} \n')

        print('Looking for unique scaffolds...')
        self.unique_scaffolds, self.scaffolds_iSIM = self.scaffold_analysis(biggest_cluster)
        print(f'Number of unique scaffolds: {self.unique_scaffolds}')
        print(f'iSIM of unique scaffolds: {self.scaffolds_iSIM} \n')
        
        print('Getting total clusters...')
        clusters = self.get_clusters()
        self.total_clusters = len(clusters)
        self.larger_clusters = [x for x in [len(cluster) > 10 for cluster in clusters] if x]
        print(f'Total number of clusters: {self.total_clusters}')
        print(f'Total number of clusters with more than 10 molecules: {len(self.larger_clusters)} \n')
        
        print('Analysis Complete!')
        
        return clusters",Hard,Hard,Hard,
PY-017,python,CC9-12,12,"def chi(clusters, reps = False, rep_type = ""centroid"", curated = False, min_size = 1):
    """"""Calinski-Harabasz index
    
    clusters : list of np.arrays containing the clusters
    
    reps : {bool, list} indicates if cluster representatives are given
    
    rep_type : type of representative, medoid or centroid
    
    curated : bool indicates if singletons have been removed
    
    min_size : int size below which clusters will be ignored
    
    Note
    ----
    Higher values are better
    
    """"""
    # n : total number of points
    n = 0
    
    # k : number of clusters
    k = len(clusters)
    
    # wcss : within-cluster sum of squares
    wcss = 0
    
    # bcss : between-cluster sum of squares
    bcss = 0
    
    if not curated:
        clusters = remove_singles(clusters, min_size)
    
    total_data = []
    for clust in clusters:
        for mol in clust:
            total_data.append(mol)
    total_data = np.array(total_data)
    if rep_type == 'centroid':
        linear_sum = np.sum(total_data, axis=0)
        n_samples = len(total_data)
        c = calculate_centroid(linear_sum, n_samples)
    elif rep_type == 'medoid':
        medoid = calculate_medoid(total_data)
        c = total_data[medoid]
    
    if not reps:
        for clust in clusters:
            n_samples = len(clust)
            n += n_samples
            if rep_type == 'centroid':
                linear_sum = np.sum(clust, axis=0)
                rep = calculate_centroid(linear_sum, n_samples)
            elif rep_type == 'medoid':
                medoid = calculate_medoid(clust)
                rep = clust[medoid]
            distances = 1 - jt_one_to_many(rep, clust)
            wcss += np.dot(distances, distances)
            bcss += n_samples * (1 - jt_pair(c, rep))**2
    else:
        for i, clust in enumerate(clusters):
            n_samples = len(clust)
            n += n_samples
            bcss += n_samples * (1 - jt_pair(c, reps[i]))**2
            distances = 1 - jt_one_to_many(reps[i], clust)
            wcss += np.dot(distances, distances)
    
    try:
        value = bcss * (n - k)/(wcss * (k - 1))
    except:
        value = 0
    return value",Maintainable,Hard,Maintainable,
PY-018,python,CC9-12,11,"def dbi(clusters, reps = False, rep_type = ""centroid"", curated = False, min_size = 1):
    """"""Davies-Bouldin index
    
    clusters : list of np.arrays containing the clusters
    
    reps : {bool, list} indicates if cluster representatives are given
    
    rep_type : type of representative, medoid or centroid
    
    curated : bool indicates if singletons have been removed
    
    min_size : int size below which clusters will be ignored
    
    Note
    ----
    Lower values are better
    
    """"""
    if not curated:
        clusters = remove_singles(clusters, min_size)
    
    n = 0
    
    S = []
    
    if not reps:
        reps  = []
        for clust in clusters:
            n_samples = len(clust)
            n += n_samples
            if rep_type == 'centroid':
                linear_sum = np.sum(clust, axis=0)
                rep = calculate_centroid(linear_sum, n_samples)
            elif rep_type == 'medoid':
                medoid = calculate_medoid(clust)
                rep = clust[medoid]
            reps.append(rep)
            S.append(np.sum(1 - jt_one_to_many(rep, clust))/n_samples)
    else:
        for i, clust in enumerate(clusters):
            n_samples = len(clust)
            n += n_samples
            S.append(np.sum(1 - jt_one_to_many(reps[i], clust))/n_samples)
    
    db  = 0
    
    for i, clust in enumerate(clusters):
        d = []
        for j, other_clust in enumerate(clusters):
            if i == j:
                d.append(-1)
            else:
                Mij = 1 - jt_pair(reps[i], reps[j])
                Rij = (S[i] + S[j])/Mij
                d.append(Rij)
        db += max(d)
    
    try:
        value = db/n
    except:
        value = 0

    return value",Hard,Hard,Hard,
PY-019,python,CC9-12,9,"def clust_dispersion(clusters, reps = False, rep_type = ""centroid"", curated = False, min_size = 1):
    """"""Cluster dispersion
    
    cd = isim(representatives)/<isim(clusters)>
    
    clusters : list of np.arrays containing the clusters
    
    reps : {bool, list} indicates if cluster representatives are given
    
    rep_type : type of representative, medoid or centroid
    
    curated : bool indicates if singletons have been removed
    
    min_size : int size below which clusters will be ignored
    
    Note
    ----
    Lower values are better TODO: DOUBLE CHECK THIS!!!!
    """"""
    if not curated:
        clusters = remove_singles(clusters, min_size)
    
    n_clusters = len(clusters)
    
    if n_clusters == 1:
        return -1
    
    isim_clusts = 0
    
    if not reps:
        representatives = []
    else:
        representatives = reps
    
    for clust in clusters:
        n_samples = len(clust)
        linear_sum = np.sum(clust, axis=0)
        isim_clusts += jt_isim(linear_sum, n_samples)
        if not reps:
            if rep_type == 'centroid':
                representatives.append(calculate_centroid(linear_sum, n_samples))
            elif rep_type == 'medoid':
                medoid = calculate_medoid(clust)
                representatives.append(clust[medoid])
    
    av_isim_clusts = isim_clusts/n_clusters
    
    representatives = np.array(representatives)
    rep_linear_sum = np.sum(representatives, axis=0)
    rep_isim = jt_isim(rep_linear_sum, n_clusters)

    try:
        value =  rep_isim/av_isim_clusts
    except:
        value = 0
    
    return value",Maintainable,Maintainable,Maintainable,
PY-021,python,CC9-12,10,"def mol_relocation_plots(brc_1, brc_2, top_n = 2, title=None):
    
    clusters_1 = brc_1.get_cluster_mol_ids()
    clusters_2 = brc_2.get_cluster_mol_ids()

    list_1 = sorted(clusters_1, key=lambda x: len(x), reverse=True)[:top_n]
    list_2 = sorted(clusters_2, key=lambda x: len(x), reverse=True)[:top_n]

    # Map elements to clusters
    cluster_map_1 = {elem: f""Cluster 1-{i}"" for i, cluster in enumerate(list_1) for elem in cluster}
    cluster_map_2 = {elem: f""Cluster 2-{i}"" for i, cluster in enumerate(list_2) for elem in cluster}

    # Track flow of elements between clusters
    flows = {}
    for elem in cluster_map_1:
        source = cluster_map_1[elem]
        target = cluster_map_2.get(elem, ""Other smaller cluster"")
        flow_key = (source, target)
        flows[flow_key] = flows.get(flow_key, 0) + 1

    # Prepare data for Sankey diagram
    labels = list(set([src for src, _ in flows] + [tgt for _, tgt in flows]))
    source_indices = [labels.index(src) for src, _ in flows]
    target_indices = [labels.index(tgt) for _, tgt in flows]
    values = list(flows.values())

    # Create Sankey diagram
    fig = go.Figure(data=[go.Sankey(
        node=dict(
            pad=15,
            thickness=20,
            line=dict(color=""black"", width=0.5),
            label=labels
        ),
        link=dict(
            source=source_indices,
            target=target_indices,
            value=values
        )
    )])

    # Update layout
    fig.update_layout(
        title_text=title,
        font_size=10
    )
    fig.show()",Hard,Hard,Hard,
PY-026,python,CC9-12,12,"def insert_bf_subcluster(self, subcluster):
        """"""Insert a new subcluster into the node.""""""
        if not self.subclusters_:
            self.append_subcluster(subcluster)
            return False

        threshold = self.threshold
        branching_factor = self.branching_factor
        # We need to find the closest subcluster among all the
        # subclusters so that we can insert our new subcluster.

        a = np.dot(self.centroids_, subcluster.centroid_)
        sim_matrix = self.centroids_sum[0][:len(self.centroids_)] / a # inverse 
        closest_index = np.argmin(sim_matrix) # inverse
        closest_subcluster = self.subclusters_[closest_index]

        # If the subcluster has a child, we need a recursive strategy.
        if closest_subcluster.child_ is not None:
            split_child = closest_subcluster.child_.insert_bf_subcluster(subcluster)

            if not split_child:
                # If it is determined that the child need not be split, we
                # can just update the closest_subcluster
                closest_subcluster.update(subcluster)
                temp=self.subclusters_[closest_index].centroid_
                self.init_centroids_[closest_index] = temp
                self.centroids_[closest_index] = temp
                self.centroids_sum[0, closest_index] = np.sum(temp)
                return False

            # things not too good. we need to redistribute the subclusters in
            # our child node, and add a new subcluster in the parent
            # subcluster to accommodate the new child.
            else:
                new_subcluster1, new_subcluster2 = _split_node(
                    closest_subcluster.child_,
                    threshold,
                    branching_factor
                )
                self.update_split_subclusters(
                    closest_index, new_subcluster1, new_subcluster2
                )

                if len(self.subclusters_) > self.branching_factor:
                    return True
                return False

        # good to go!
        else:
            merged = closest_subcluster.merge_subcluster(subcluster, self.threshold)
            if merged:
                temp=closest_subcluster.centroid_
 
                self.centroids_[closest_index]=temp             
                self.init_centroids_[closest_index] = temp
                self.centroids_sum[0, closest_index] = np.sum(temp)

                return False

            # not close to any other subclusters, and we still
            # have space, so add.
            elif len(self.subclusters_) < self.branching_factor:
                self.append_subcluster(subcluster)
                return False

            # We do not have enough space nor is it closer to an
            # other subcluster. We need to split.
            else:
                self.append_subcluster(subcluster)
                return True",Maintainable,Maintainable,Maintainable,
PY-029,python,CC9-12,12,"def _fit(self, X, partial):
        threshold = self.threshold
        branching_factor = self.branching_factor

        n_samples, n_features = X.shape
        

        # If partial_fit is called for the first time or fit is called, we
        # start a new tree.
        if self.first_call:
            # The first root is the leaf. Manipulate this object throughout.
            self.root_ = _BFNode(
                threshold=threshold,
                branching_factor=branching_factor,
                is_leaf=True,
                n_features=n_features,
                dtype=X.dtype,
            )
    
            # To enable getting back subclusters.
            self.dummy_leaf_ = _BFNode(
                threshold=threshold,
                branching_factor=branching_factor,
                is_leaf=True,
                n_features=n_features,
                dtype=X.dtype,
            )
            self.dummy_leaf_.next_leaf_ = self.root_
            self.root_.prev_leaf_ = self.dummy_leaf_

        # Cannot vectorize. Enough to convince to use cython.
        if not sparse.issparse(X):
            iter_func = iter
        else:
            iter_func = _iterate_sparse_X

        for sample in iter_func(X):

            subcluster = _BFSubcluster(linear_sum=sample, mol_indices = [self.index_tracker])

            split = self.root_.insert_bf_subcluster(subcluster)

            if split:
                new_subcluster1, new_subcluster2 = _split_node(
                    self.root_, threshold, branching_factor
                )
                del self.root_
                self.root_ = _BFNode(
                    threshold=threshold,
                    branching_factor=branching_factor,
                    is_leaf=False,
                    n_features=n_features,
                    dtype=X.dtype,
                    
                )
                self.root_.append_subcluster(new_subcluster1)
                self.root_.append_subcluster(new_subcluster2)
            self.index_tracker += 1

        centroids = np.concatenate([leaf.centroids_ for leaf in self._get_leaves()])
        self.subcluster_centers_ = centroids
        self._n_features_out = self.subcluster_centers_.shape[0]
        
        # TODO: Incorporate global_clustering option
        #self._global_clustering(X)
        self.first_call = False
        return self",Hard,Hard,Hard,
PY-037,python,CC9-12,9,"def get_cluster_mol_ids(self):
        """"""Method to return the indices of molecules in each cluster""""""
        # TODO: create torch version of this function for tensor output
        if self.first_call:
            raise ValueError('The model has not been fitted yet.')

        clusters_mol_id = []
        for leaf in self._get_leaves():
            for subcluster in leaf.subclusters_:
                clusters_mol_id.append(subcluster.mol_indices)

        return clusters_mol_id",Maintainable,Maintainable,Maintainable,
