function_id,model,status,repair_attempts,source_imported,branch_coverage,test_file,cost_usd,elapsed_s,error
PY-023,gpt-4o-mini-2024-07-18,ok_but_not_verified,4,True,10.0,generated_tests_v3\PY-023_test.py,0.01882,51.44,"=================================== ERRORS ====================================
__________________ ERROR collecting tmp_check_PY_023_test.py __________________
ImportError while importing test module 'C:\Users\Huy Dang\Downloads\RT-SWT-004-nhom5\tmp_check_PY_023_test.py'.
Hint: make sure your test modules/packages have valid Python names.
Traceback:
..\..\AppData\Local\Python\pythoncore-3.14-64\Lib\importlib\__init__.py:88: in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
tmp_check_PY_023_test.py:1: in <module>
    from functions.PY_023 import init_plot
functions\PY_023.py:7: in <module>
    import matplotlib.pyplot as plt
E   ModuleNotFoundError: No module named 'matplotlib'
=========================== short test summary info ===========================
ERROR tmp_check_PY_023_test.py
!!!!!!!!!!!!!!!!!!! Interrupted: 1 error during collection !!!!!!!!!!!!!!!!!!!!
1 error in 0.57s"
PY-025,gpt-4o-mini-2024-07-18,ok_but_not_verified,4,True,95.45454545454544,generated_tests_v3\PY-025_test.py,0.022476,62.2,"________________
tmp_check_PY_025_test.py:77: in test_build_tf_to_pytorch_map_with_transformer
    result = build_tf_to_pytorch_map(model, config)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
functions\PY_025.py:131: in build_tf_to_pytorch_map
    r_r_list = [model.r_r_bias]
                ^^^^^^^^^^^^^^
E   AttributeError: 'StubTransformer' object has no attribute 'r_r_bias'
______________ test_build_tf_to_pytorch_map_without_transformer _______________
tmp_check_PY_025_test.py:114: in test_build_tf_to_pytorch_map_without_transformer
    result = build_tf_to_pytorch_map(model, config)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
functions\PY_025.py:67: in build_tf_to_pytorch_map
    for i, (embed_l, proj_l) in enumerate(zip(model.word_emb.emb_layers, model.word_emb.emb_projs)):
                                              ^^^^^^^^^^^^^^
E   AttributeError: 'NoneType' object has no attribute 'word_emb'
=========================== short test summary info ===========================
FAILED tmp_check_PY_025_test.py::test_build_tf_to_pytorch_map_with_transformer
FAILED tmp_check_PY_025_test.py::test_build_tf_to_pytorch_map_without_transformer
2 failed, 2 passed in 0.07s"
PY-028,gpt-4o-mini-2024-07-18,ok,3,True,96.55172413793105,generated_tests_v3\PY-028_test.py,0.025887,60.95,
PY-037,gpt-4o-mini-2024-07-18,ok_but_not_verified,4,True,63.63636363636363,generated_tests_v3\PY-037_test.py,0.030118,87.52,"...F                                                                     [100%]
================================== FAILURES ===================================
_______________________ test_update_with_invalid_input ________________________
tmp_check_PY_037_test.py:123: in test_update_with_invalid_input
    with pytest.raises(TypeError):
         ^^^^^^^^^^^^^^^^^^^^^^^^
E   Failed: DID NOT RAISE TypeError
=========================== short test summary info ===========================
FAILED tmp_check_PY_037_test.py::test_update_with_invalid_input - Failed: DID...
1 failed, 3 passed in 0.14s"
PY-042,gpt-4o-mini-2024-07-18,ok_but_not_verified,4,True,80.85106382978724,generated_tests_v3\PY-042_test.py,0.033525,60.33,"ain_with_nan_advantages
tmp_check_PY_042_test.py::test_train_edge_case_empty_buffer
tmp_check_PY_042_test.py::test_train_invalid_input
  C:\Users\Huy Dang\Downloads\RT-SWT-004-nhom5\functions\PY_042.py:37: RuntimeWarning: Mean of empty slice
    mean_advantages = np.nanmean(advantages_copy)

tmp_check_PY_042_test.py::test_train_with_nan_advantages
tmp_check_PY_042_test.py::test_train_edge_case_empty_buffer
tmp_check_PY_042_test.py::test_train_invalid_input
  C:\Users\Huy Dang\Downloads\RT-SWT-004-nhom5\venv\Lib\site-packages\numpy\lib\_nanfunctions_impl.py:1997: RuntimeWarning: Degrees of freedom <= 0 for slice.
    var = nanvar(a, axis=axis, dtype=dtype, out=out, ddof=ddof,

-- Docs: https://docs.pytest.org/en/stable/how-to/capture-warnings.html
=========================== short test summary info ===========================
FAILED tmp_check_PY_042_test.py::test_train_normal_case - AttributeError: 'fl...
FAILED tmp_check_PY_042_test.py::test_train_with_popart - AttributeError: 'fl...
FAILED tmp_check_PY_042_test.py::test_train_with_nan_advantages - AttributeEr...
FAILED tmp_check_PY_042_test.py::test_train_invalid_input - Failed: DID NOT R...
4 failed, 1 passed, 6 warnings in 0.17s"
PY-043,gpt-4o-mini-2024-07-18,ok,2,True,95.45454545454544,generated_tests_v3\PY-043_test.py,0.034664,21.45,
PY-048,gpt-4o-mini-2024-07-18,ok_but_not_verified,4,True,94.11764705882354,generated_tests_v3\PY-048_test.py,0.037973,60.18,"_obj = fkmany_class(**orm_kwargs)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^
E   TypeError: FkManyClass() takes no arguments
_________________ test_get_fk_many_from_list_invalid_key_attr _________________
tmp_check_PY_048_test.py:70: in test_get_fk_many_from_list_invalid_key_attr
    result = get_fk_many_from_list(Stub(), object_list, fkmany, FkManyClass, key_attr)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
functions\PY_048.py:21: in get_fk_many_from_list
    fkmany = [o for o in fkmany if getattr(o, key_attr) in object_keys]
                                   ^^^^^^^^^^^^^^^^^^^^
E   AttributeError: 'Stub' object has no attribute 'invalid_key'
=========================== short test summary info ===========================
FAILED tmp_check_PY_048_test.py::test_get_fk_many_from_list_update_existing_fks
FAILED tmp_check_PY_048_test.py::test_get_fk_many_from_list_create_new_fks - ...
FAILED tmp_check_PY_048_test.py::test_get_fk_many_from_list_remove_deleted_fks
FAILED tmp_check_PY_048_test.py::test_get_fk_many_from_list_no_fks - TypeErro...
FAILED tmp_check_PY_048_test.py::test_get_fk_many_from_list_invalid_key_attr
5 failed, 3 passed in 0.08s"
PY-049,gpt-4o-mini-2024-07-18,ok_but_not_verified,4,True,100.0,generated_tests_v3\PY-049_test.py,0.039486,31.09,"..F                                                                      [100%]
================================== FAILURES ===================================
_____________________ test_merge_intervals_invalid_input ______________________
tmp_check_PY_049_test.py:19: in test_merge_intervals_invalid_input
    with pytest.raises(TypeError):
         ^^^^^^^^^^^^^^^^^^^^^^^^
E   Failed: DID NOT RAISE TypeError
=========================== short test summary info ===========================
FAILED tmp_check_PY_049_test.py::test_merge_intervals_invalid_input - Failed:...
1 failed, 2 passed in 0.07s"
PY-050,gpt-4o-mini-2024-07-18,ok_but_not_verified,4,True,100.0,generated_tests_v3\PY-050_test.py,0.042034,51.27,"....F.F.                                                                 [100%]
================================== FAILURES ===================================
____________________ test_schedule_tasks_invalid_duration _____________________
tmp_check_PY_050_test.py:37: in test_schedule_tasks_invalid_duration
    assert len(result[0]) == 0
E   AssertionError: assert 1 == 0
E    +  where 1 = len([{'id': 2, 'duration': 2, 'priority': 2}])
______________________ test_schedule_tasks_high_priority ______________________
tmp_check_PY_050_test.py:61: in test_schedule_tasks_high_priority
    assert len(result[1]) == 1 and result[1][0][""id""] == 1  # Remaining task
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
E   AssertionError: assert (1 == 1 and 3 == 1)
E    +  where 1 = len([{'id': 3, 'duration': 3, 'priority': 2}])
=========================== short test summary info ===========================
FAILED tmp_check_PY_050_test.py::test_schedule_tasks_invalid_duration - Asser...
FAILED tmp_check_PY_050_test.py::test_schedule_tasks_high_priority - Assertio...
2 failed, 6 passed in 0.10s"
PY-051,gpt-4o-mini-2024-07-18,ok_but_not_verified,4,True,91.17647058823528,generated_tests_v3\PY-051_test.py,0.04393,45.61,"_____________
tmp_check_PY_051_test.py:29: in test_compute_discount_with_coupon_and_first_order
    assert compute_discount(200, ""silver"", coupon=""VIP"", is_first_order=True) == 135.0
E   AssertionError: assert 150.0 == 135.0
E    +  where 150.0 = compute_discount(200, 'silver', coupon='VIP', is_first_order=True)
________________ test_compute_discount_exceeding_max_discount _________________
tmp_check_PY_051_test.py:33: in test_compute_discount_exceeding_max_discount
    assert compute_discount(200, ""silver"", coupon=""VIP"", is_first_order=True) == 100.0
E   AssertionError: assert 150.0 == 100.0
E    +  where 150.0 = compute_discount(200, 'silver', coupon='VIP', is_first_order=True)
=========================== short test summary info ===========================
FAILED tmp_check_PY_051_test.py::test_compute_discount_with_coupon_sale - Ass...
FAILED tmp_check_PY_051_test.py::test_compute_discount_with_coupon_vip - Asse...
FAILED tmp_check_PY_051_test.py::test_compute_discount_first_order - Assertio...
FAILED tmp_check_PY_051_test.py::test_compute_discount_with_coupon_and_first_order
FAILED tmp_check_PY_051_test.py::test_compute_discount_exceeding_max_discount
5 failed, 7 passed in 0.12s"
PY-052,gpt-4o-mini-2024-07-18,ok_but_not_verified,4,True,100.0,generated_tests_v3\PY-052_test.py,0.045733,35.54,".............F..                                                         [100%]
================================== FAILURES ===================================
_________________ test_edge_case_exact_length_without_special _________________
tmp_check_PY_052_test.py:43: in test_edge_case_exact_length_without_special
    assert validate_password(""A1valid"", min_length=8, require_digit=True, require_upper=True, require_special=False) is True
E   AssertionError: assert False is True
E    +  where False = validate_password('A1valid', min_length=8, require_digit=True, require_upper=True, require_special=False)
=========================== short test summary info ===========================
FAILED tmp_check_PY_052_test.py::test_edge_case_exact_length_without_special
1 failed, 15 passed in 0.09s"
PY-053,gpt-4o-mini-2024-07-18,ok_but_not_verified,4,True,94.28571428571428,generated_tests_v3\PY-053_test.py,0.048143,44.78,"country='regional')
_____________________ test_calculate_shipping_edge_cases ______________________
tmp_check_PY_053_test.py:40: in test_calculate_shipping_edge_cases
    assert calculate_shipping(1, 100) == 5.0
E   assert 5.5 == 5.0
E    +  where 5.5 = calculate_shipping(1, 100)
____________________ test_calculate_shipping_invalid_input ____________________
tmp_check_PY_053_test.py:52: in test_calculate_shipping_invalid_input
    with pytest.raises(TypeError):
         ^^^^^^^^^^^^^^^^^^^^^^^^
E   Failed: DID NOT RAISE TypeError
=========================== short test summary info ===========================
FAILED tmp_check_PY_053_test.py::test_calculate_shipping_normal - assert 10.0...
FAILED tmp_check_PY_053_test.py::test_calculate_shipping_express - assert 15....
FAILED tmp_check_PY_053_test.py::test_calculate_shipping_fragile - assert 9.5...
FAILED tmp_check_PY_053_test.py::test_calculate_shipping_international - Asse...
FAILED tmp_check_PY_053_test.py::test_calculate_shipping_regional - Assertion...
FAILED tmp_check_PY_053_test.py::test_calculate_shipping_edge_cases - assert ...
FAILED tmp_check_PY_053_test.py::test_calculate_shipping_invalid_input - Fail...
7 failed in 0.12s"
PY-054,gpt-4o-mini-2024-07-18,ok,2,True,97.05882352941175,generated_tests_v3\PY-054_test.py,0.049607,28.74,
PY-055,gpt-4o-mini-2024-07-18,ok_but_not_verified,4,True,97.36842105263158,generated_tests_v3\PY-055_test.py,0.051072,29.89,"__________ test_normalize_path_with_double_dot_segments _________________
tmp_check_PY_055_test.py:14: in test_normalize_path_with_double_dot_segments
    assert normalize_path(""/a/b/../c"") == ""/a/c""
E   AssertionError: assert '/a/b/../c' == '/a/c'
E     
E     - /a/c
E     + /a/b/../c
__________________ test_normalize_path_with_non_strict_mode ___________________
tmp_check_PY_055_test.py:21: in test_normalize_path_with_non_strict_mode
    assert normalize_path(""/a/b/../c"", strict=False) == ""/a/c""
E   AssertionError: assert '/a/b/../c' == '/a/c'
E     
E     - /a/c
E     + /a/b/../c
__________________ test_normalize_path_with_only_double_dots __________________
tmp_check_PY_055_test.py:41: in test_normalize_path_with_only_double_dots
    assert normalize_path("".."") == ""/""
E   AssertionError: assert '/..' == '/'
E     
E     - /
E     + /..
=========================== short test summary info ===========================
FAILED tmp_check_PY_055_test.py::test_normalize_path_with_double_dot_segments
FAILED tmp_check_PY_055_test.py::test_normalize_path_with_non_strict_mode - A...
FAILED tmp_check_PY_055_test.py::test_normalize_path_with_only_double_dots - ...
3 failed, 10 passed in 0.08s"
PY-056,gpt-4o-mini-2024-07-18,ok_but_not_verified,4,True,53.57142857142857,generated_tests_v3\PY-056_test.py,0.05275,32.61,"F                                                                        [100%]
================================== FAILURES ===================================
_______________________ test_classify_shipment_priority _______________________
tmp_check_PY_056_test.py:5: in test_classify_shipment_priority
    assert classify_shipment_priority(5, 100, 50, False, False, ""bronze"") == ""low""
E   AssertionError: assert 'normal' == 'low'
E     
E     - low
E     + normal
=========================== short test summary info ===========================
FAILED tmp_check_PY_056_test.py::test_classify_shipment_priority - AssertionE...
1 failed in 0.09s"
PY-057,gpt-4o-mini-2024-07-18,ok,0,True,93.87755102040816,generated_tests_v3\PY-057_test.py,0.053146,7.43,
PY-058,gpt-4o-mini-2024-07-18,ok_but_not_verified,4,True,93.1818181818182,generated_tests_v3\PY-058_test.py,0.056272,59.6,"0, 10000, 1, 30, True) == False
E   assert True == False
E    +  where True = compute_loan_eligibility(50000, 600, 10000, 1, 30, True)
____________ test_loan_eligibility_employment_years_two_low_credit ____________
tmp_check_PY_058_test.py:37: in test_loan_eligibility_employment_years_two_low_credit
    assert compute_loan_eligibility(50000, 600, 10000, 2, 30, True) == False
E   assert True == False
E    +  where True = compute_loan_eligibility(50000, 600, 10000, 2, 30, True)
___________ test_loan_eligibility_employment_years_three_low_credit ___________
tmp_check_PY_058_test.py:43: in test_loan_eligibility_employment_years_three_low_credit
    assert compute_loan_eligibility(50000, 600, 10000, 3, 30, True) == False
E   assert True == False
E    +  where True = compute_loan_eligibility(50000, 600, 10000, 3, 30, True)
=========================== short test summary info ===========================
FAILED tmp_check_PY_058_test.py::test_loan_eligibility_employment_years_one_low_credit
FAILED tmp_check_PY_058_test.py::test_loan_eligibility_employment_years_two_low_credit
FAILED tmp_check_PY_058_test.py::test_loan_eligibility_employment_years_three_low_credit
3 failed, 18 passed in 0.24s"
PY-060,gpt-4o-mini-2024-07-18,ok_but_not_verified,4,True,91.83673469387756,generated_tests_v3\PY-060_test.py,0.058779,49.82,"- D
E     + B
_________________________ test_grade_exam_edge_cases __________________________
tmp_check_PY_060_test.py:41: in test_grade_exam_edge_cases
    assert grade_exam(59, 90, False, 0, False, False) == ""F""
E   AssertionError: assert 'D' == 'F'
E     
E     - F
E     + D
________________________ test_grade_exam_invalid_input ________________________
tmp_check_PY_060_test.py:49: in test_grade_exam_invalid_input
    with pytest.raises(TypeError):
         ^^^^^^^^^^^^^^^^^^^^^^^^
E   Failed: DID NOT RAISE TypeError
=========================== short test summary info ===========================
FAILED tmp_check_PY_060_test.py::test_grade_exam_normal_cases - AssertionErro...
FAILED tmp_check_PY_060_test.py::test_grade_exam_with_attendance_penalty - As...
FAILED tmp_check_PY_060_test.py::test_grade_exam_with_extra_credit - Assertio...
FAILED tmp_check_PY_060_test.py::test_grade_exam_makeup_exam - AssertionError...
FAILED tmp_check_PY_060_test.py::test_grade_exam_disability_accommodation - A...
FAILED tmp_check_PY_060_test.py::test_grade_exam_edge_cases - AssertionError:...
FAILED tmp_check_PY_060_test.py::test_grade_exam_invalid_input - Failed: DID ...
7 failed, 1 passed in 0.13s"
PY-062,gpt-4o-mini-2024-07-18,ok_but_not_verified,4,True,95.23809523809524,generated_tests_v3\PY-062_test.py,0.061224,46.15,".F.....                                                                  [100%]
================================== FAILURES ===================================
____________ test_validate_form_submission_missing_required_field _____________
tmp_check_PY_062_test.py:32: in test_validate_form_submission_missing_required_field
    assert errors == [""password is required""]
E   AssertionError: assert ['email is re... is required'] == ['password is required']
E     
E     At index 0 diff: 'email is required' != 'password is required'
E     Left contains one more item: 'password is required'
E     Use -v to get more diff
=========================== short test summary info ===========================
FAILED tmp_check_PY_062_test.py::test_validate_form_submission_missing_required_field
1 failed, 6 passed in 0.07s"
PY-063,gpt-4o-mini-2024-07-18,ok_but_not_verified,4,True,95.91836734693878,generated_tests_v3\PY-063_test.py,0.063703,55.74,"_PY_063_test.py:43: in test_compute_tax_bracket_high_income_married
    assert compute_tax_bracket(200000, ""married"", 50000, 0, False) == 52500.0
E   AssertionError: assert 37500.0 == 52500.0
E    +  where 37500.0 = compute_tax_bracket(200000, 'married', 50000, 0, False)
=========================== short test summary info ===========================
FAILED tmp_check_PY_063_test.py::test_compute_tax_bracket_single_no_dependents
FAILED tmp_check_PY_063_test.py::test_compute_tax_bracket_single_with_dependents
FAILED tmp_check_PY_063_test.py::test_compute_tax_bracket_single_senior - Ass...
FAILED tmp_check_PY_063_test.py::test_compute_tax_bracket_single_senior_with_dependents
FAILED tmp_check_PY_063_test.py::test_compute_tax_bracket_married_no_dependents
FAILED tmp_check_PY_063_test.py::test_compute_tax_bracket_married_with_dependents
FAILED tmp_check_PY_063_test.py::test_compute_tax_bracket_married_senior - As...
FAILED tmp_check_PY_063_test.py::test_compute_tax_bracket_married_senior_with_dependents
FAILED tmp_check_PY_063_test.py::test_compute_tax_bracket_no_deductions - Ass...
FAILED tmp_check_PY_063_test.py::test_compute_tax_bracket_high_income_married
10 failed, 8 passed in 0.11s"
PY-064,gpt-4o-mini-2024-07-18,ok_but_not_verified,4,True,92.3076923076923,generated_tests_v3\PY-064_test.py,0.066607,64.63," and low anomalies
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
E   AssertionError: assert [] == [(2, 'high'), (5, 'low')]
E     
E     Right contains 2 more items, first extra item: (2, 'high')
E     Use -v to get more diff
__________________ test_detect_anomaly_allow_negative_spike ___________________
tmp_check_PY_064_test.py:91: in test_detect_anomaly_allow_negative_spike
    assert result == [(2, ""high"")]  # Should only detect high anomaly
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
E   AssertionError: assert [] == [(2, 'high')]
E     
E     Right contains one more item: (2, 'high')
E     Use -v to get more diff
=========================== short test summary info ===========================
FAILED tmp_check_PY_064_test.py::test_detect_anomaly_normal_cases - Assertion...
FAILED tmp_check_PY_064_test.py::test_detect_anomaly_edge_cases - AssertionEr...
FAILED tmp_check_PY_064_test.py::test_detect_anomaly_invalid_input - Assertio...
FAILED tmp_check_PY_064_test.py::test_detect_anomaly_smoothing - AssertionErr...
FAILED tmp_check_PY_064_test.py::test_detect_anomaly_reset_on_recovery - Asse...
FAILED tmp_check_PY_064_test.py::test_detect_anomaly_allow_negative_spike - A...
6 failed in 0.07s"
PY-065,gpt-4o-mini-2024-07-18,ok,0,True,88.0952380952381,generated_tests_v3\PY-065_test.py,0.067044,8.73,
PY-066,gpt-4o-mini-2024-07-18,ok_but_not_verified,4,True,68.75,generated_tests_v3\PY-066_test.py,0.069114,36.31,"                     ^^^^^^^^^^^^^^^
E   AttributeError: 'list' object has no attribute 'ndim'
________________________ test_getitem_block_full_slice ________________________
tmp_check_PY_066_test.py:55: in test_getitem_block_full_slice
    result = getitem_block(stub, slice(None))
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
functions\PY_066.py:31: in getitem_block
    if self._validate_ndim and new_values.ndim != self.ndim:
                               ^^^^^^^^^^^^^^^
E   AttributeError: 'list' object has no attribute 'ndim'
=========================== short test summary info ===========================
FAILED tmp_check_PY_066_test.py::test_getitem_block_single_index - AttributeE...
FAILED tmp_check_PY_066_test.py::test_getitem_block_slice - AttributeError: '...
FAILED tmp_check_PY_066_test.py::test_getitem_block_tuple - AttributeError: '...
FAILED tmp_check_PY_066_test.py::test_getitem_block_invalid_ndim - AttributeE...
FAILED tmp_check_PY_066_test.py::test_getitem_block_none_new_mgr_locs - Attri...
FAILED tmp_check_PY_066_test.py::test_getitem_block_empty_slice - AttributeEr...
FAILED tmp_check_PY_066_test.py::test_getitem_block_full_slice - AttributeErr...
7 failed in 0.07s"
